gages
USGS-02423647
USGS-02423800
USGS-02427020
USGS-02429000
USGS-02429540
USGS-02429900
USGS-02429980
USGS-02430161
USGS-02430615
USGS-02430626
USGS-02431011
USGS-02433151
USGS-02433496
USGS-02437000
USGS-02440500
USGS-02441390
USGS-02442500
USGS-02443000
USGS-02452505
USGS-02461130
USGS-02461405
USGS-02466030
USGS-02466500
USGS-02467200
USGS-02473460
USGS-02473850
USGS-02474600
USGS-02479160
USGS-0248018020
USGS-02481660
USGS-02483001
USGS-02484600
USGS-02484650
USGS-02485498
USGS-02485650
USGS-02486100
USGS-02486900
USGS-02488700
USGS-02491800
USGS-02492620
USGS-02492700
USGS-03021410
USGS-03049807
USGS-03049819
USGS-03050500
USGS-03075500
USGS-03075590
USGS-03084698
USGS-03084800
USGS-03085000
USGS-030850498
USGS-03085100
USGS-03085213
USGS-03085947
USGS-03085956
USGS-03086500
USGS-03098700
USGS-03102950
USGS-03122500
USGS-03124000
USGS-03124800
USGS-03130000
USGS-03130647
USGS-03131500
USGS-03133500
USGS-03135000
USGS-03138500
USGS-03143500
USGS-03146277
USGS-03146405
USGS-03147500
USGS-03178000
USGS-03184500
USGS-03189600
USGS-03196600
USGS-03196800
USGS-03209410
USGS-03223000
USGS-03229000
USGS-03230427
USGS-03230900
USGS-03231000
USGS-03232470
USGS-03249505
USGS-03251980
USGS-03255500
USGS-03260270
USGS-03269817
USGS-03293500
USGS-03293530
USGS-03298940
USGS-03299500
USGS-03306000
USGS-03313000
USGS-03315500
USGS-03319000
USGS-03324095
USGS-03324112
USGS-03338780
USGS-03341558
USGS-033483827
USGS-03350800
USGS-03352162
USGS-03353638
USGS-03357500
USGS-03360652
USGS-03360730
USGS-03361000
USGS-03361440
USGS-03361605
USGS-03361617
USGS-03373980
USGS-03403500
USGS-03417500
USGS-03419530
USGS-03425000
USGS-03426387
USGS-03430550
USGS-03431040
USGS-03431100
USGS-03431530
USGS-03432100
USGS-03435000
USGS-03435105
USGS-03572900
USGS-0357526200
USGS-03575272
USGS-0357568650
USGS-0357568980
USGS-03575700
USGS-0357586650
USGS-0357587090
USGS-0357587140
USGS-0357587400
USGS-0357587728
USGS-03575890
USGS-0357591500
USGS-03575950
USGS-03575980
USGS-03577119
USGS-03589500
USGS-03591800
USGS-03592000
USGS-03592718
USGS-04026511
USGS-040265935
USGS-040265981
USGS-04026859
USGS-04026900
USGS-04027595
USGS-04059034
USGS-04061500
USGS-04073457
USGS-04073468
USGS-0407991001
USGS-04083545
USGS-04085059
USGS-04085138
USGS-04102776
USGS-04118000
USGS-04121650
USGS-041275685
USGS-04127570
USGS-04137680
USGS-04137716
USGS-041377255
USGS-04143220
USGS-04149000
USGS-04150800
USGS-04174040
USGS-04176356
USGS-04181100
USGS-04182755
USGS-04183032
USGS-04188252
USGS-04191378
USGS-04192695
USGS-04193994
USGS-04193997
USGS-04197277
USGS-04203900
USGS-04203983
USGS-04204066
USGS-04206439
USGS-042085017
USGS-04208598
USGS-04208677
USGS-04282538
USGS-05051650
USGS-05058980
USGS-05116150
USGS-05119410
USGS-05227530
USGS-05288475
USGS-05289985
USGS-05292704
USGS-05335492
USGS-05341498
USGS-05365550
USGS-05389500
USGS-05422470
USGS-05426031
USGS-05427905
USGS-05431017
USGS-05431018
USGS-05431022
USGS-05435943
USGS-05450400
USGS-05451080
USGS-05455010
USGS-05476500
USGS-05484600
USGS-05484650
USGS-05523865
USGS-05536118
USGS-05536123
USGS-05539900
USGS-05548500
USGS-05549850
USGS-05550000
USGS-05557500
USGS-05568705
USGS-05570000
USGS-05576100
USGS-05585500
USGS-05595952
USGS-06024580
USGS-06102500
USGS-06119200
USGS-06139800
USGS-06139850
USGS-06139900
USGS-06153800
USGS-06154390
USGS-06154410
USGS-06154430
USGS-06164623
USGS-06221400
USGS-06228350
USGS-06259000
USGS-06313400
USGS-06327450
USGS-06332190
USGS-06339200
USGS-06345780
USGS-06354050
USGS-06354890
USGS-06354980
USGS-06357600
USGS-06404800
USGS-06405800
USGS-06412900
USGS-06423075
USGS-06430898
USGS-06436156
USGS-06436170
USGS-06453255
USGS-06479520
USGS-06480400
USGS-06599900
USGS-06599950
USGS-06600000
USGS-06600300
USGS-06642000
USGS-06680500
USGS-06767970
USGS-06817300
USGS-06870200
USGS-06886500
USGS-06893400
USGS-06893562
USGS-06893590
USGS-06893940
USGS-06903990
USGS-06906300
USGS-06918070
USGS-07019130
USGS-07028500
USGS-07034000
USGS-07040000
USGS-070479376
USGS-07048493
USGS-07053690
USGS-07054288
USGS-07064026
USGS-07064040
USGS-07069220
USGS-07076000
USGS-07077500
USGS-07086000
USGS-07093700
USGS-07097000
USGS-07099400
USGS-07103790
USGS-07105932
USGS-07106510
USGS-07135500
USGS-07138050
USGS-07143350
USGS-07144201
USGS-07144301
USGS-07144325
USGS-07164480
USGS-07170700
USGS-07179750
USGS-07191315
USGS-07191322
USGS-07222500
USGS-07239000
USGS-07241504
USGS-07241506
USGS-07241513
USGS-07263115
USGS-07263605
USGS-07263875
USGS-07263878
USGS-07264200
USGS-07273100
USGS-07274251
USGS-07274252
USGS-07275530
USGS-07277700
USGS-07277730
USGS-07280400
USGS-07281960
USGS-07282000
USGS-07287400
USGS-07287715
USGS-07288150
USGS-07290830
USGS-07311600
USGS-07331293
USGS-07332603
USGS-07343200
USGS-07348000
USGS-07355860
USGS-07358570
USGS-07363054
USGS-07364130
USGS-073645001
USGS-07365000
USGS-07367930
USGS-07368503
USGS-07375175
USGS-07377500
USGS-07380120
USGS-07380210
USGS-073802284
USGS-07381235
USGS-07381324
USGS-07381429
USGS-07381450
USGS-073814675
USGS-07381590
USGS-07381600
USGS-07381670
USGS-07385500
USGS-07385765
USGS-07386190
USGS-07386700
USGS-07386880
USGS-07386980
USGS-08011000
USGS-08012150
USGS-08012300
USGS-08013000
USGS-08015500
USGS-08017250
USGS-08017605
USGS-08017900
USGS-08022120
USGS-08023050
USGS-08023200
USGS-08024480
USGS-08025240
USGS-08025354
USGS-08025356
USGS-08029520
USGS-08032400
USGS-08032500
USGS-08033350
USGS-08038000
USGS-08039100
USGS-08042558
USGS-08042950
USGS-08048890
USGS-08048922
USGS-08053025
USGS-08061480
USGS-08061970
USGS-08062575
USGS-08064570
USGS-08065080
USGS-08066850
USGS-08067250
USGS-08067552
USGS-08067555
USGS-08067585
USGS-08067690
USGS-08068002
USGS-08068310
USGS-08068900
USGS-08072050
USGS-08072470
USGS-08072520
USGS-08074150
USGS-08074250
USGS-08074540
USGS-08074800
USGS-08075110
USGS-08075500
USGS-08075780
USGS-08077600
USGS-08087300
USGS-08088470
USGS-08090830
USGS-08096580
USGS-08102850
USGS-08111070
USGS-08114100
USGS-08116850
USGS-08117370
USGS-08117720
USGS-08119500
USGS-08129300
USGS-08131600
USGS-08140860
USGS-08143990
USGS-08158045
USGS-08162501
USGS-08170890
USGS-08170905
USGS-08174700
USGS-08174970
USGS-08176550
USGS-08177520
USGS-08181725
USGS-08189998
USGS-08197936
USGS-08203450
USGS-08211800
USGS-08313350
USGS-08329000
USGS-08329870
USGS-08330492
USGS-08330830
USGS-08389055
USGS-08393300
USGS-08419000
USGS-09019850
USGS-09029995
USGS-09053500
USGS-09060770
USGS-09062600
USGS-09063440
USGS-09066310
USGS-09067005
USGS-09106485
USGS-09106800
USGS-09110970
USGS-09127450
USGS-09132050
USGS-09182400
USGS-09192750
USGS-09195000
USGS-09201500
USGS-09202000
USGS-09255200
USGS-09259049
USGS-09259050
USGS-09259700
USGS-09267500
USGS-09271000
USGS-09271550
USGS-09294500
USGS-09303000
USGS-09303400
USGS-09303500
USGS-09304000
USGS-09304115
USGS-09311500
USGS-09313520
USGS-09328960
USGS-09332100
USGS-09367958
USGS-093710009
USGS-09383100
USGS-09404120
USGS-09478500
USGS-09484550
USGS-09489082
USGS-09497700
USGS-09503990
USGS-09504350
USGS-09505400
USGS-09508000
USGS-09520900
USGS-09522700
USGS-09530200
USGS-09537700
USGS-10079500
USGS-10102200
USGS-10133550
USGS-10137300
USGS-10141100
USGS-10141200
USGS-10141450
USGS-10149500
USGS-10172600
USGS-10172640
USGS-10172765
USGS-10245980
USGS-10246846
USGS-10247200
USGS-10251259
USGS-10258000
USGS-10260200
USGS-10260400
USGS-10293200
USGS-10295000
USGS-10296750
USGS-10301300
USGS-10309035
USGS-10320100
USGS-10321925
USGS-10323000
USGS-10328450
USGS-10328475
USGS-10328500
USGS-10347600
USGS-10348505
USGS-10348995
USGS-10349700
USGS-10349770
USGS-11022830
USGS-11023100
USGS-11045700
USGS-11070150
USGS-11125600
USGS-11126000
USGS-11136045
USGS-11147070
USGS-11152900
USGS-11159690
USGS-11162540
USGS-11174160
USGS-11304810
USGS-11311300
USGS-11312672
USGS-11312676
USGS-11312685
USGS-11312968
USGS-11313240
USGS-11313315
USGS-11313405
USGS-11313431
USGS-11313433
USGS-11313434
USGS-11313440
USGS-11313452
USGS-11313460
USGS-11336600
USGS-11336680
USGS-11336685
USGS-11336790
USGS-11336930
USGS-11336955
USGS-11337080
USGS-11337190
USGS-11348500
USGS-11447650
USGS-11447830
USGS-11447850
USGS-11447890
USGS-11447903
USGS-11447905
USGS-11455095
USGS-11455140
USGS-11455276
USGS-11455315
USGS-11455338
USGS-11455385
USGS-11455420
USGS-11458000
USGS-11466065
USGS-11475500
USGS-11481000
USGS-11491450
USGS-11491470
USGS-11491950
USGS-11492550
USGS-11493100
USGS-11504270
USGS-12035450
USGS-12036400
USGS-12054000
USGS-12061250
USGS-12086000
USGS-12098500
USGS-12100496
USGS-12108800
USGS-12113310
USGS-12113390
USGS-12135000
USGS-12147500
USGS-12155500
USGS-12170300
USGS-12178150
USGS-12187500
USGS-12202450
USGS-12209000
USGS-12210500
USGS-12303500
USGS-12413040
USGS-12413445
USGS-12466015
USGS-12470500
USGS-12513000
USGS-13014300
USGS-13068501
USGS-13071010
USGS-13072400
USGS-13074400
USGS-13074810
USGS-13117020
USGS-13131000
USGS-13140335
USGS-13210045
USGS-13210050
USGS-13210810
USGS-13215480
USGS-13337095
USGS-14013500
USGS-14016820
USGS-14034480
USGS-14056500
USGS-14064500
USGS-14144800
USGS-14147500
USGS-14159110
USGS-14161100
USGS-14166500
USGS-14173500
USGS-14198500
USGS-14200100
USGS-14202980
USGS-14211400
USGS-14222500
USGS-14301340
USGS-14305800
USGS-14316455
USGS-14326300
USGS-250802081035500
USGS-251115081075800
USGS-251355080312800
USGS-251433080265000
USGS-251549080251200
USGS-252230081021300
USGS-252551081050900
USGS-255654081350200
USGS-295124089542100
USGS-295501090190400
USGS-301141089320300
USGS-330304090210100
USGS-330339091022000
USGS-330548091055100
USGS-333601090450000
USGS-351813119150601
USGS-360013118575201
USGS-361240119340701
USGS-362227119531401
USGS-362605114163001
USGS-362734114124201
USGS-373559097165000
USGS-381427121305401
USGS-385450107015700
USGS-402004090030901
USGS-402304084230100
USGS-411403112200801
USGS-411610084240800
USGS-412122083061400
USGS-423815118453900
USGS-425037087583301
USGS-435300103270800
